timestamp,macaddress,download_speed,upload_speed,ping,results_url
1638406860199,00:15:5d:5e:2c:fc,42.3,37.0,14.092,https://www.speedtest.net/result/c/e0c9f251-79c1-4fab-8b5c-177e71a1d037
1638406935008,00:15:5d:5e:2c:fc,41.9,40.7,14.6,https://www.speedtest.net/result/c/8dc75c6d-6b18-48a4-87e9-fe9d5863ed47
